40,39
41,39
253,251
281,251
283,251
297,207
382,197
431,207
475,474
729,726
730,726
731,726
732,726
764,763
765,763
824,822
1069,1068
1070,1068
1079,1078
1080,1078
1081,1078
1082,1078
1083,1078
1084,1078
1107,1103
1135,1078
1190,1103
1216,1215
1217,1215
1219,1215
1220,1215
1396,1665
1403,1664
1406,822
1407,822
1431,1389
1432,1402
1461,1462
1584,1581
1585,1581
1586,1581
1587,1581
1618,1617
1667,822
1732,1731
1733,1731
1734,1731
1735,1731
1793,1460
1797,1460
1804,1801
1834,621
1836,1389
1837,1402
1843,1842
1844,1842
1845,1842
1846,1842
2033,2027
2045,2044
2046,2044
2048,2047
2224,2233
2253,2047
2254,2047
2299,2202
2347,2202
2357,2363
2563,2560
2568,2560
2573,2572
2574,2572
2612,2610
2890,974
2967,836
3018,3017
3116,3057
3121,3057
3122,3057
3144,3057
3331,3330
3463,3342
3464,3342
3486,1617
3491,2073
3567,3571
3665,3664
3669,3668
3674,3673
3680,3678
3688,3684
3694,3668
3695,3668
3697,3668
3699,3668
3719,3483
3740,3483
3741,3541
3743,3742
3744,3742
3745,3742
3746,3742
3749,3483
3750,3742
3775,3774
3776,3774
3777,3774
3778,3774
3809,3544
3849,3787
3850,3787
3869,3541
3870,3787
3892,3888
3980,3483
4049,4039
4050,4039
4054,4039
4099,1078
4100,1078
4134,4130
4135,4130
4198,4197
4226,4225
4236,4235
4237,4235
4238,4235
4239,4235
4247,4246
4248,4244
4346,4347
4425,4422
4426,4422
4457,4246
4484,4443
4485,4443
4486,4443
4490,4443
4491,4891
4496,4443
4515,4443
4516,4444
4517,4445
4518,3296
4520,4445
4521,4445
4522,4445
4523,4445
4524,4445
4525,4444
4527,4444
4528,4039
4532,4444
4533,1795
4535,4444
4536,4444
4577,1719
4602,4444
4651,2849
4685,4683
4686,4683
4687,4683
4690,4689
4719,3888
4720,3888
4723,3888
4726,4725
4727,4725
4769,3767
4772,4771
4785,4039
4805,4725
4806,4725
4815,2073
4855,4130
4951,4918
4952,4918
4953,4918
5033,5030
5035,5030
5036,5030
5048,5045
5049,5045
5072,5045
5074,5045
5082,5081
5099,5098
5100,5098
5115,5114
5116,5114
5117,5114
5137,5136
5140,5139
5187,5170
5188,5170
5189,5170
5265,5262
5273,5268
5349,5256
5355,5354
5356,5354
5357,5354
5358,5354
5376,5374
5377,5374
5378,5374
5379,5374
5426,5374
5427,5374
5428,5374
5429,5374
5439,5438
5534,5533
5614,5605
5649,5644
5650,5644
5651,5644
5652,5644
5653,5644
5654,5644
5655,5644
5656,5644
5657,5644
5697,9303
5698,9303
5699,9303
5727,5724
5763,5764
5790,5789
5805,4743
5806,4732
5852,5850
5854,5843
5876,5871
5892,5890
5930,5792
5962,5957
6022,6020
6023,6020
6059,6020
6097,6092
6098,6092
6100,6092
6107,6106
6108,6106
6129,5252
6150,5256
6151,6143
6162,6160
6167,6166
6173,10816
6222,6219
6253,6252
6289,5957
6299,5594
6301,6300
6486,5788
6487,5788
6833,6825
6874,6873
6884,6174
6907,6132
7008,10816
7010,7007
7016,6992
7017,6992
7064,7939
7132,7131
7172,7168
7173,7168
7174,7168
7175,7168
7180,7021
7196,7195
7211,7210
7237,7210
7254,7253
7308,7303
7309,7303
7310,7303
7427,7425
7429,7007
7460,7320
7468,7011
7469,7011
7534,5557
7641,7640
7673,6252
7704,7703
7861,7194
7863,7194
7872,7194
7873,7194
7883,7881
7919,5798
8003,7976
8025,7976
8042,8041
8088,8087
8109,7300
8265,8263
8294,7218
8383,8379
8384,8379
8389,7117
8390,7117
8391,7117
8392,7117
8421,8420
8422,8420
8423,8420
8424,8420
8434,8428
8435,8428
8444,8443
8445,8443
8457,7746
8463,8456
8466,7290
8476,8474
8498,8497
8551,8550
8594,8592
8595,8592
8604,8601
8607,8606
8608,8606
8610,8609
8612,8611
8616,8613
8619,8618
8620,8618
8623,8622
8624,8622
8628,4694
8633,8630
8643,8350
8644,8350
8645,8350
8646,8350
8647,8351
8648,8351
8649,8351
8650,8351
8651,8622
8666,8664
8669,8668
8692,8690
8704,8702
8788,8787
8789,8787
8793,8787
8813,8812
8844,8843
8845,8843
8846,8843
8847,8843
8907,8474
8937,8936
8938,8936
8978,8749
9011,9009
9021,7169
9023,7140
9040,6757
9062,8446
9078,8600
9090,6982
9093,8630
9146,9144
9168,9167
9169,9167
9171,9170
9194,8554
9220,9219
9237,9229
9238,9229
9242,9229
9255,8212
9259,9258
9260,9258
9323,9322
9352,9351
9353,9351
9354,9351
9355,9351
9364,9363
9395,9394
9396,8898
9401,9400
9408,9407
9409,9407
9425,9424
9426,9424
9427,9424
9438,9434
9439,9434
9467,28814
9470,2244
9478,9477
9483,9482
9499,8474
9500,8474
9501,8474
9502,8474
9516,9515
9519,8606
9520,8606
9521,9258
9522,9258
9547,8428
9549,9477
9550,9477
9593,9592
9594,9592
9595,8605
9599,9598
9600,9598
9601,9598
9602,9598
9603,9598
9604,9598
9606,9605
9607,9605
9609,9608
9611,9605
9612,9605
9614,9613
9615,9613
9619,9618
9623,9622
9624,9622
9642,4583
9643,8971
9651,9648
9680,9677
9682,7252
9683,7252
9707,9321
9721,9720
9722,9720
9723,9720
9724,9720
9725,9720
9726,9720
9728,9727
9729,9727
9731,9730
9740,9463
9749,9748
9750,7252
9760,7936
9761,7936
9762,7936
9764,9763
9852,9845
9865,6187
9866,6187
9867,6187
9925,9665
9973,9966
9994,5594
9995,5594
9996,5594
9997,5594
9998,5594
10001,5890
10011,5706
10016,5823
10019,5826
10067,5711
10068,10023
10091,10023
10092,10023
10102,10023
10103,10023
10104,5724
10168,10023
10175,5746
10176,5746
10181,6187
10227,10225
10228,10225
10230,8664
10271,10270
10296,9004
10310,10023
10323,10285
10368,10169
10369,10169
10370,10169
10371,10169
10372,10169
10389,10388
10392,9229
10503,10502
10504,10469
10507,10469
10509,10469
10524,10523
10538,10536
10549,10548
10614,10613
10616,10615
10640,10638
10641,10638
10647,10638
10650,10648
10651,10648
10684,10677
10685,10677
10688,8668
10691,10690
10692,10690
10715,5811
10762,7210
10767,974
10768,974
10770,6224
10771,6224
10772,6224
10782,5885
10793,5777
10795,10638
10797,5706
10798,5777
10807,5850
10809,10805
10813,10805
10814,10805
10819,10816
10820,6174
10824,10648
10825,10805
10897,10896
10898,10896
10899,8497
10900,9618
10906,10905
10923,7936
10924,7252
10927,7299
10936,10930
10937,10930
10947,5260
10948,4884
10951,10950
10952,10950
10968,4884
10977,10976
10978,10976
10994,10628
10995,10628
10999,4887
11016,10648
11024,5559
11039,10648
11040,10608
11075,10805
11163,10074
11227,11226
11262,11247
11266,8613
11267,9434
11282,11246
11284,7338
11288,7330
11291,7330
11329,11328
11339,11338
11344,11343
11360,11359
11377,11376
11378,11376
11380,11379
11381,11379
11382,11379
11383,11379
11405,9719
11406,8499
11407,9617
11410,11409
11411,11409
11413,9258
11414,8606
11468,11464
11470,11464
11474,11464
11476,11464
11487,9556
11488,9556
11492,11464
11493,11464
11494,11464
11506,10285
11508,10285
11592,10548
11598,7916
11600,7916
11601,7916
11640,5581
11641,5581
11670,11669
11671,11669
11674,2073
11717,11716
11726,11704
11894,11886
11926,11925
11927,11925
11953,8787
11958,8787
11974,11973
12061,12060
12066,12065
12067,974
12078,10896
12079,8668
12091,12090
12092,12090
12094,12093
12095,12093
12097,12093
12100,12093
12102,12101
12103,12101
12105,12104
12106,12104
12107,12104
12108,12104
12116,12115
12117,12115
12119,11669
12120,12118
12121,12118
12124,12123
12126,12125
12127,12125
12129,7131
12143,9424
12148,11464
12149,12147
12152,12150
12154,12153
12286,4864
12287,4864
12288,4864
12302,12299
12303,7268
12312,6756
